,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1898,The Squatter’s Daughter,1933,Drama,AUSTRALIA,https://rarefilmm.com/2019/04/the-squatters-daughter-1933/,https://rarefilmm.com/wp-content/uploads/2019/04/squattersdaughter.jpg,"Joan Enderby is about to lose her family’s sheep station, because she can’t afford to buy out the lease from the Sherringtons, who run the neighbouring station, Waratah. Old ‘Ironbark’ Sherrington returns after two years in London, where doctors have tried to save his sight. While away, his villainous son Clive has conspired with his overseer, Fletcher to bankrupt Enderby station.",6.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1899,Syskonbädd 1782,1966,Drama,SWEDEN,https://rarefilmm.com/2019/04/syskonbadd-1782-1966/,https://rarefilmm.com/wp-content/uploads/2019/04/Syskonbädd-1782.jpg,"Sweden in 1782. A young nobleman, named Jacob returns from France to his home and cherished sister Charlotte who is engaged to Baron Alsameden. The siblings close relationship becomes incestuous and with fear that the disclosure of Charlotte’s pregnancy will make society view them as libertines, the lovers ultimately choose to part, Jacob decides to leave the country and Charlotte if left to marry the Baron.",6.4,12.0,https://image.tmdb.org/t/p/original/ojw0Za6VLqekJjoMBEnMVgrx7eK.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1900,Sista paret ut,1956,Drama,SWEDEN,https://rarefilmm.com/2019/04/sista-paret-ut-1956/,https://rarefilmm.com/wp-content/uploads/2019/04/sista.jpg,"About the life of the student, Bo Dahlin. Bo’s parents are divorced. Both have been unfaithful. Bo is engaged with Kerstin, but only have eyes for Anita. Anita is filled with self-disgust.",5.6,7.0,https://image.tmdb.org/t/p/original/595aTJEUcuW3cFxVhN5iOwHT0NS.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,The True Story of Lynn Stuart,1958,Film Noir,USA,https://rarefilmm.com/2019/04/the-true-story-of-lynn-stuart-1958/,https://rarefilmm.com/wp-content/uploads/2019/04/truestory.jpg,"Following the narcotics-related death of her nephew, housewife and mother Phyllis Carter volunteers to work undercover for the police department to help apprehend drug runners. Though her offer is initially refused, Phyllis is eventually given the alias of Lynn Stuart, and assigned to insinuate herself into the life of criminal Willie Down. Becoming involved with Willie, Phyllis immerses herself further into her assumed identity and away from her domestic life.",6.5,2.0,https://image.tmdb.org/t/p/original/sftRq6szZQ5vs2Kqe0kYLKK5Pxy.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1902,Älskarinnan,1962,Drama,SWEDEN,https://rarefilmm.com/2019/04/alskarinnan-1962/,https://rarefilmm.com/wp-content/uploads/2019/04/swedishmistress.jpg,"A love triangle through the four seasons. A young woman, living in a relationship, falls in love with a married man. If someone had told her that she in a few months should be the man’s mistress, she would become aggrieved and indignant. She was certainly not a woman who would mess with married men.",6.0,6.0,https://image.tmdb.org/t/p/original/dp0nF7PgYdANSrNLyt8DvTH48hh.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1903,Pick-up,1933,Pre Code,USA,https://rarefilmm.com/2019/04/pick-up-1933/,https://rarefilmm.com/wp-content/uploads/2017/08/pickuptest.jpg,"The scheme of a pair of married con artist goes awry when their victim dies, and they care both caught and imprisoned. When she gets out of prison, she tries to put her life back together.",6.0,1.0,https://image.tmdb.org/t/p/original/kbrRBZf0rGQigWY1OG2GtEdZV3j.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1904,Back Pay,1922,Silent,USA,https://rarefilmm.com/2019/04/back-pay-1922/,https://rarefilmm.com/wp-content/uploads/2019/04/backpay.jpg,"Hester Bevins is a simple country girl who yearns for adventure. Though she has a handsome young man, Jerry, who is devoted to her, she leaves her village and goes to New York in search of a grander life. There she becomes the lover of a wealthy and unscrupulous businessman. But when Jerry returns blinded and dying from the war, Hester must choose between her new life and the man whose loyalty to her has never failed.",6.2,3.0,https://image.tmdb.org/t/p/original/dBDAqbXLfMbktYoGFWaNGRFV9ck.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,Sweetwater: A True Rock Story,1999,TV Movie,USA,https://rarefilmm.com/2019/04/sweetwater-a-true-rock-story-1999/,https://rarefilmm.com/wp-content/uploads/2019/04/sweetwater.jpg,"In 1969, the band Sweetwater led by lead vocalist Nansi Nevins opened Woodstock and subsequently got considerable media attention, appearing on a number of TV shows. But just as they appeared to be getting a really break big, they just disappeared. Thirty years later, a cable TV reporter for MIX TV, a musical station, is removed from her show because of being stoned on air. Her station gives her a choice of being dismissed or investigating what happened to Sweetwater. A blending of modern day fiction and past fact is then blended in this biographical story.",6.0,1.0,https://image.tmdb.org/t/p/original/wJdj1QEWTQBUV5MdZ6kEHa5X8Wj.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1906,Childish Things,1969,Drama,USA,https://rarefilmm.com/2019/04/childish-things-1969/,https://rarefilmm.com/wp-content/uploads/2019/04/childish.jpg,"Alcoholic ex-GI goes to work collecting debts for gangsters, commits various crimes, then has a religious conversion and helps other alcoholics.",0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1907,Peftoun oi sfaires san to halazi ki o travmatismenos kallitehnis anastenazei,1977,Comedy,GREECE,https://rarefilmm.com/2019/04/peftoun-oi-sfaires-san-to-halazi-ki-o-travmatismenos-kallitehnis-anastenazei-1977/,https://rarefilmm.com/wp-content/uploads/2019/04/ahail2.jpg,"A sarcastic, improvisational film, with anarchic origins, strongly cinephile flavor, and largely autobiographical in nature and content. A film director strives to escape alienation, while, at the same time, expressing his intense feelings for his wife, cinema and Greece during the restoration of democracy.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,Povestea dragostei,1976,Sci-Fi,ROMANIA,https://rarefilmm.com/2019/04/povestea-dragostei-1976/,https://rarefilmm.com/wp-content/uploads/2019/04/Povestea-dragostei.jpg,"In a medieval village lives a marriage of old people, who have always wanted to have a child. The years passed and God did not grant them that happiness. A day in the forest a UFO appears, from which mysterious creatures come out and leave a child abandoned.",5.8,5.0,https://image.tmdb.org/t/p/original/pclaEjuJqpO1V7BxyokAf7AkXjJ.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1909,The Right Age to Marry,1935,Drama,UK,https://rarefilmm.com/2019/04/the-right-age-to-marry-1935/,https://rarefilmm.com/wp-content/uploads/2019/04/therightage.jpg,"A Yorkshire mill owner retires and leaves control to his nephew, who promptly gets married.",0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Le Voyage en Ballon ,1960,Adventure,FRANCE,https://rarefilmm.com/2019/04/le-voyage-en-ballon-1960-english/,https://rarefilmm.com/wp-content/uploads/2019/04/voyageballon2.jpg,"Originally titled Le Voyage en Ballon, Stowaway in the Sky is a disarmingly simple French-made children’s story. The plot is implicit in the title: A small child, fascinated by a lighter-than-air balloon, clambers aboard. The balloon takes flight, lifting the child upward to an amazing adventure. The land-bound adults have conniptions as the balloon wafts by; the child has nothing more than a great time.",5.0,2.0,https://image.tmdb.org/t/p/original/f3jKEKdWFGOHzrg0cT2Rd0Sh8mF.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,Death Game,1977,Thriller,USA,https://rarefilmm.com/2019/04/death-game-1977/,https://rarefilmm.com/wp-content/uploads/2019/04/deathgame.jpg,"Two young girls come to the home of a businessman whose family is away on his birthday. They seduce him and afterwards, however, they tie him up, torture him and trash his house.",5.5,20.0,https://image.tmdb.org/t/p/original/ibbplS0HnTtGkQoi6DyOuaZaiCW.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1912,Cannes Man,1997,Comedy,USA,https://rarefilmm.com/2019/04/cannes-man-1997/,https://rarefilmm.com/wp-content/uploads/2019/04/canness.jpg,"Frank ‘Rhino’ Rhinoslavskyis a dumb part-time cab driver in New York City who wants to break into film business. He doesn’t have anything to offer, and just thinks that he can start at the top, as a writer. Opportunity knocks on Frank’s door when he goes to the Cannes Film Festival in Cannes, France to deliver some props to Troma, Inc.",5.9,13.0,https://image.tmdb.org/t/p/original/gke9YUIfBHfFLEnMbbNjlHTPT8g.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1913,Where the Rivers Flow North,1993,Drama,USA,https://rarefilmm.com/2019/04/where-the-rivers-flow-north-1993/,https://rarefilmm.com/wp-content/uploads/2019/04/wheretherivers.jpg,"In 1927, in Kingdom County, Vermont, a large dam is to be built, however, Noel Lord, a logger and cedar-oil harvester, won’t give up his lifetime lease on land that will be flooded. The dam company increases its offer of cash, but Noel refuses. He asks for a trade: a stand of pines for his lease. The company rejects that deal, but offers to make Noel a Ranger in a new park. Noel, meanwhile, talks with his Indian mate, the spirited Bangor, about their moving to Oregon and buying a saw mill.",7.8,2.0,https://image.tmdb.org/t/p/original/z2VrN47hhC0ZYcplMCCCTYXeLl6.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1914,Daibosatsu tôge,1960,Action,JAPAN,https://rarefilmm.com/2019/04/daibosatsu-toge-1960/,https://rarefilmm.com/wp-content/uploads/2019/04/satansword.jpg,"The story follows the life of Ryunosuke Tsukue, an amoral samurai and a master swordsman with an unorthodox style.",6.6,7.0,https://image.tmdb.org/t/p/original/tyVvYwr6u3MfHPAFGL6NNgz9f5W.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1915,Alexa,1989,Drama,USA,https://rarefilmm.com/2019/04/alexa-1989/,https://rarefilmm.com/wp-content/uploads/2017/08/Alexa-1989.jpg,"Alexa is very attentive to her customer’s requests, but soon realizes that prostitution has limited long term career potential. She meets Tony, a scriptwriter who is writing a piece on prostitutes. Alexa falls for him, and decides to leave the profession. But her pimp has other ideas.",4.0,2.0,https://image.tmdb.org/t/p/original/awxjv3YH2o6w5UnSk5DOX2prI5j.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1916,Les morfalous,1984,Action,FRANCE,https://rarefilmm.com/2019/04/les-morfalous-1984/,https://rarefilmm.com/wp-content/uploads/2019/04/morfalousfinal22.jpg,"April 5, 1943: a battalion of the Foreign Legion arrives in El Ksour, Tunisia, to escort a fortune in gold bars to the home front. A German ambush awaits, and all but four die. Thanks to the street smarts of Sergeant Augagneur, the Legionnaires successfully counter attack. The bank manager and his seductive wife arrive, and so does a German lieutenant, whom the French arrest. Augagneur wants to steal the gold; warrant officer Mahuzard wants to do his duty. A series of alliances form and break apart, the group dwindles in number, and the gold heads south toward Betahoua. But in whose possession?",6.0,107.0,https://image.tmdb.org/t/p/original/u9L5vYUte6PrukaJPRJQUGH6qDZ.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1917,The Bridge in the Jungle,1971,Adventure,USA,https://rarefilmm.com/2019/04/the-bridge-in-the-jungle-1971/,https://rarefilmm.com/wp-content/uploads/2019/04/bridgejungle.jpg,"Blithely ignorant of its unforgiving landscape or its people, a hunter named Gale enters the Mexican jungle and is immediately out of his element. Resting after his first foray, Gale meets Sleigh, an aging American hunter and expatriate.",5.0,5.0,https://image.tmdb.org/t/p/original/cmkO9Ftod3tnaT9kGsOfKuIIIEY.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,Deadhead Miles,1972,Comedy,USA,https://rarefilmm.com/2019/04/deadhead-miles-1972/,https://rarefilmm.com/wp-content/uploads/2019/04/deadheadd2.jpg,"Alan Arkin, dressed like a sea captain, aimlessly sails the American highways in his 18 wheeler mumbling manic, southern accented non sequiturs; carnivalizing roadside stops and happenstance towns while out-wierding cops and weigh stations with his new cryptic, overcoated hitchhiker buddy.",5.4,5.0,https://image.tmdb.org/t/p/original/2fCSG5IMLti0gDPNCokdQXXcCDD.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Showman,1963,Documentary,USA,https://rarefilmm.com/2019/04/showman-1963/,https://rarefilmm.com/wp-content/uploads/2019/04/showman.jpg,"David and Albert Maysles directed this cinema-verite portrait of Joseph E. Levine, the blustery producer and distributor whose works ranged from the sublime (Long Day’s Journey Into Night, Contempt and Carnal Knowledge) to the ridiculous (The Carpetbaggers and Santa Claus Conquers The Martians).",6.0,1.0,https://image.tmdb.org/t/p/original/sF5OBUYv9mOnjyukh8XRoCJc9L0.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Due volte Giuda ,1968,Spaghetti Western,ITALY,https://rarefilmm.com/2019/04/due-volte-giuda-1968-english-dub/,https://rarefilmm.com/wp-content/uploads/2019/04/twicejudas2.jpg,"Luke Barret loses his memory after a bullet grazed his head in a shoot-out in the wild West. Trying to discover the man who tried to kill him, he will discover he is a paid gunman too, and terrible truths about his family.",5.8,12.0,https://image.tmdb.org/t/p/original/tBemS3FkLg74v8nZmxv9nMVnzIo.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1921,Puttin’ on the Ritz,1930,Musical,USA,https://rarefilmm.com/2019/04/puttin-on-the-ritz-1930/,https://rarefilmm.com/wp-content/uploads/2017/08/Puttin-on-the-Ritz-1930.jpg,"The rise and fall of a popular entertainer provides the basis of this musical drama. Harry Raymond begins his career with nothing but his ambition, his talent and the support of friends and loved ones. Eventually he hits the big time and becomes a star. Unfortunately with stardom comes arrogance and selfishness and he disdains his lowly but loyal lover and pals to hang out with the upper crust.",5.0,2.0,https://image.tmdb.org/t/p/original/7hZPhsN00QsXN1QROjSJUApkNpa.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1922,Summer’s Children,1979,Drama,CANADA,https://rarefilmm.com/2019/04/summers-children-1979/,https://rarefilmm.com/wp-content/uploads/2019/04/summers.jpg,"Summer’s Children is the story of a young man who tries to escape his troubled home and sister to find a new life for himself. He takes on a new job and enters into new relationships, but his sister pursues him in a cat and mouse game, getting into trouble in the city’s seedy underground. In a series of flashbacks, we discover the reasons for his initial departure, as he and his sister try to find a peaceful resolution to their feelings about each other.",5.0,2.0,https://image.tmdb.org/t/p/original/aj1RehoYQ950MQrtgblDNk4LsBo.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1923,The Battle of the Bulge… The Brave Rifles,1965,Documentary,USA,https://rarefilmm.com/2019/04/the-battle-of-the-bulge-the-brave-rifles-1965/,https://rarefilmm.com/wp-content/uploads/2019/04/battlebulge.jpg,"Documentary depicting Hitler’s last offensive in 1944 in the Ardennes, with which he desperately tried to stop the allies thereof, to reach Antwerp. ",5.7,3.0,https://image.tmdb.org/t/p/original/gQgnGDGQG1paRxT414BG1wiJKeB.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,The Refrigerator,1991,Comedy,USA,https://rarefilmm.com/2019/04/the-refrigerator-1991/,https://rarefilmm.com/wp-content/uploads/2019/04/refrigerator.jpg,"A couple move into a bad apartment in a bad neighborhood in New York. The apartment contains a refrigerator, which is the only thing they like in the place. However, they slowly discover that the refrigerator is a monster which kills people in gruesome ways and then sends them to hell. The refrigerator is already gaining mind control over the husband. What will happen?",3.9,20.0,https://image.tmdb.org/t/p/original/1Sq7dOrdFvPFwzx028knEt0u6uE.jpg,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1925,Speed for Thespians,2000,Short,USA,https://rarefilmm.com/2019/04/speed-for-thespians-2000/,https://rarefilmm.com/wp-content/uploads/2019/04/speed2001.jpg,"Love and betrayal are central themes in Anton Chekhov’s play The Bear. In this film adaptation, art and life intersect as the play is performed before an audience of unsuspecting commuters on an in-service NYC bus.",4.9,4.0,https://image.tmdb.org/t/p/original/9ZsmwnMcjARCTpMbWRMnG3QXmqR.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Last Train from Bombay,1952,Adventure,USA,https://rarefilmm.com/2019/04/last-train-from-bombay-1952/,https://rarefilmm.com/wp-content/uploads/2017/08/Last-Train-from-Bombay-1952.jpg,"Martin Viking, an American diplomat in India, is falsely accused on the killing of an Indian dignitary and sets out to prove his innocence while trying to find the location of explosions planed on a Bombay train by a group of terrorists.",5.3,3.0,https://image.tmdb.org/t/p/original/tinKJ4eHN62lod7JyGXDi8Q3aMN.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Towers of Silence,1975,Drama,PAKISTAN,https://rarefilmm.com/2019/04/towers-of-silence-1975/,https://rarefilmm.com/wp-content/uploads/2019/04/towerssilence.jpg,"Tells a story of a Pakistani boy’s experience and obsession with death and the Zoroastrian rituals of purification and regeneration. Shows how he develops into a young revolutionary and confronts love, religious conflict, and his own death.",6.3,4.0,https://image.tmdb.org/t/p/original/lMqu02U4bKjqOCzSuD61hCWav6B.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1928,Storm Over Tibet,1952,Adventure,USA,https://rarefilmm.com/2019/04/storm-over-tibet-1952/,https://rarefilmm.com/wp-content/uploads/2019/04/stormtibet.jpg,"During World War II, David Simms pilots supplies between India and China over the Himalaya Mountains. One day he’s forced to miss a flight and is replaced by his friend, Bill March. March’s plane is lost en route and Simms feels guilty. Back in America he meets March’s widow, Elaine. They marry and then both travel to Tibet to learn more about March’s fate and about a mysterious Tibetan mask which has come into their possession.",6.0,2.0,https://image.tmdb.org/t/p/original/joKZPwNY5eLqBoglBA754u6eSJR.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Alsino y el cóndor,1982,Drama,COSTA,https://rarefilmm.com/2019/04/alsino-y-el-condor-1982/,https://rarefilmm.com/wp-content/uploads/2019/04/alsino.jpg,"The film is related from the point of view of Alsino, an impoverished Nicaraguan lad. While his country and its rotting buildings crumble all around him, the idealistic Alsino imagines himself to be a condor, flying far above his deprivations. It is during one of his hallucinations that Alsino jumps from a tree; the fall cripples him, turning him into a hunchback. He will only straighten out to his full proud height upon joining a guerilla band, fighting the corrupt government armies. Significantly, Alsino & the Condor was the first production to be filmed in Nicaragua after the Sandinista revolution and the overthrow of Somoza.",5.4,14.0,https://image.tmdb.org/t/p/original/wtXe668S1r1JAAK7N8Oo8mlXEP.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1930,A Message from Holly,1992,TV Movie,USA,https://rarefilmm.com/2019/04/a-message-from-holly-1992/,https://rarefilmm.com/wp-content/uploads/2019/04/messageholy2.jpg,"Kate is a high-powered, workaholic executive who discreetly takes time off from her work to live with her artist friend Holly, who reveals she has terminal cancer which leaves her with only six months left to live. Over the course of those months, things get tense after Kate accepts custody of Holly’s daughter.",6.0,2.0,https://image.tmdb.org/t/p/original/8u5IJuDDuBMMjxVXOC3wJGbYaB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1931,Kujira Gami,1962,Drama,JAPAN,https://rarefilmm.com/2019/04/kujira-gami-1962/,https://rarefilmm.com/wp-content/uploads/2019/04/whalegod.jpg,"A fishing village is terrorized by a giant whale, and the fishermen are determined to kill it. A Japanese variation of the “Moby Dick” story.",8.0,2.0,https://image.tmdb.org/t/p/original/gV9NUDbkGAp9BNAf4R2OzD3QQ1Z.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1932,A Great Ride,1979,Drama,USA,https://rarefilmm.com/2019/04/a-great-ride-1979/,https://rarefilmm.com/wp-content/uploads/2019/04/motos3.jpg,"Two professional motocross riders head out on a pleasure ride from Mexico to Canada. Along the way they run into various characters like a junkyard woman, two horny hippy chicks and a teen rider and his girlfriend. When one of the bikers makes eyes at the teen’s girl he’s challenged to a race.",0.0,0.0,https://image.tmdb.org/t/p/original/9mw35aYRhWFXIafQpI2UU84PL3r.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1933,The Last Rebel,1971,Western,USA,https://rarefilmm.com/2019/04/the-last-rebel-1971/,https://rarefilmm.com/wp-content/uploads/2019/04/lastrebel71.jpg,"It’s 1865 in Missouri, and the Civil War has just ended. Rebel soldiers Hollis and Matt flee from Union soldiers that want to imprison them. Hollis then frees a black man named Duncan from a lynching, and they become a trio. Later, when Hollis wins a lot of money at the pool table and Matt doesn’t get any, the two soldiers become enemies. This leads to a showdown between Hollis and Duncan against Matt and the men he has brought in to get that money.",0.0,0.0,https://image.tmdb.org/t/p/original/f2sxNCUN0vGVrQjMSZRa6f24Nwv.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1934,The Lawyer’s Secret,1931,Pre Code,USA,https://rarefilmm.com/2019/04/the-lawyers-secret-1931/,https://rarefilmm.com/wp-content/uploads/2019/04/lawyers31.jpg,"In this courtroom drama, a lawyer defends his sister’s fiance after he is accused of murder. The lawyer knows his client is guilty, and that another man, a sailor, also accused of the crime because he gambled away his gun, which became the murder weapon, but he must honor the confidentiality between he and his client.",5.7,3.0,https://image.tmdb.org/t/p/original/pbZQRVoXnuWaLAzHc1t6kECsEBI.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1935,An Essay on Matisse,1996,Documentary,USA,https://rarefilmm.com/2019/04/an-essay-on-matisse-1996/,https://rarefilmm.com/wp-content/uploads/2019/04/matisse2.jpg,"Chronicles the life and art of Henri Matisse (1869-1954), the French painter whose innovative style and use of color changed the face of 20th-century art.",6.3,3.0,https://image.tmdb.org/t/p/original/3i8nyAT84E0P50tEVSITfpviT2j.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Crime Without Passion,1934,Film Noir,USA,https://rarefilmm.com/2019/04/crime-without-passion-1934/,https://rarefilmm.com/wp-content/uploads/2019/04/crimewithoutt.jpg,"Caddish lawyer Lee Gentry is going out with Katy Costello, but carrying on an affair with dancer Carmen Brown . When he wants to end the dalliance with Carmen, she is so distraught that she becomes suicidal. Seizing the gun from Carmen, he accidentally shoots her, and thinking she’s dead, concocts a series of increasingly outlandish alibis to cover his tracks under the guidance of a ghostly apparition that is his alter ego.",5.8,17.0,https://image.tmdb.org/t/p/original/oSVdGVI4hu3M6130JyRf7pxyel2.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1937,Pafnucio Santo,1977,Experimental,MEXICO,https://rarefilmm.com/2019/04/pafnucio-santo-1977/,https://rarefilmm.com/wp-content/uploads/2019/04/pafnucio2.jpg,"The controversial, sexy, surreal story of a messenger and his journey and encounters with many historical events and people like Auschwitz, the Ku Klux Klan, Frida Kahlo, Cortés and Emiliano Zapata (as a beautiful woman!).",5.7,6.0,https://image.tmdb.org/t/p/original/uLeT3UejMgAEz3cp6Nu1hwhUycO.jpg,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1938,Bof… Anatomie d’un livreur,1971,Comedy,FRANCE,https://rarefilmm.com/2019/04/bof-anatomie-dun-livreur-1971/,https://rarefilmm.com/wp-content/uploads/2019/04/BOFnew.jpg,——UPGRADED——,3.2,6.0,https://image.tmdb.org/t/p/original/ya40CsCSiEYF8qriq79Vgt6zqpz.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,The Movie Orgy,1968,Documentary,USA,https://rarefilmm.com/2019/04/the-movie-orgy-1968/,https://rarefilmm.com/wp-content/uploads/2019/04/movieorgyy2.jpg,"Inspired by Susan Sontag’s well known essay ‘Notes on Camp’, as well as the very successful rerelease of the 1943 serial Batman, The Movie Orgy is a mind-boggling patchwork of 50s, 60s and 70s television and cinema, conceived by Joe Dante as a film student in Philadelphia.",3.0,3.0,https://image.tmdb.org/t/p/original/dVC8y1LS2OV2DjDvl7SbpNBztBM.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Boy Trouble,1939,Comedy,USA,https://rarefilmm.com/2019/04/boy-trouble-1939/,https://rarefilmm.com/wp-content/uploads/2019/04/boytrouble39.jpg,Shopkeeper Homer Fitch hates the changes in his household when his wife adopts two orphan boys but realizes how much he loves the boys when they are struck with scarlet fever.,3.0,1.0,https://image.tmdb.org/t/p/original/6coq0YkTs2OcYx2KMHshxBPqcbf.jpg,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1941,Koncert,1962,Short,HUNGARY,https://rarefilmm.com/2019/04/koncert-1962/,https://rarefilmm.com/wp-content/uploads/2019/04/koncertt2.jpg,A trio of young men leave a piano by the beach while chasing love interests. Several beach-goers have a go at playing creating an impromptu concert.,5.8,5.0,https://image.tmdb.org/t/p/original/wFrIP3gOMZDLZLFr54NyW8Gs4K9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,Loved Up,1995,TV Movie,UK,https://rarefilmm.com/2019/04/loved-up-1995/,https://rarefilmm.com/wp-content/uploads/2019/02/lovedup95.jpg,"The story revolves around Tom, who meets Sarah in the cafe in which she works. She is quickly swept up in Tom’s lifestyle, where she finds escape from her traumatic family life. The film follows her path into the world of clubbing and ecstasy, her personal relationship with Tom, and her growing family pressures.",5.9,11.0,https://image.tmdb.org/t/p/original/ouvbRq47ptxmbyLStFIvaaue0Be.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1943,Extramuros,1985,Drama,SPAIN,https://rarefilmm.com/2019/04/extramuros-1985/,https://rarefilmm.com/wp-content/uploads/2019/04/extra.jpg,"When the convent is about to be closed and the nuns are dispersed, one of the sisters comes up with a saving idea that can restore the community’s well-being. This 1985 Spanish film reveals one of the many terrible aspects of 16th century Spain, still plagued by the radical Christian Inquisition, one of a plethora of difficulties Spaniards faced at the time. ",4.4,5.0,https://image.tmdb.org/t/p/original/sCdc3BkXmPV99G5MDKWlE8oFek4.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1944,La città prigioniera,1962,War,ITALY,https://rarefilmm.com/2019/04/la-citta-prigioniera-1962/,https://rarefilmm.com/wp-content/uploads/2019/01/citapriggionera.jpg,"Filmed in 1962 but not released in the US until 1966 (with 20 of its 108 minutes removed), Conquered City is an all-star World War II drama financed in Italy and filmed in Greece. An Athens hotel, full of refugees and expatriates of all nationalities, is captured by Allied troops in the closing days of the War. British Major Peter Whitfield has been ordered to prevent a cache of weapons hidden in the hotel from falling into the hands of renegade troops. He cannot allow himself to trust anyone–not even the most innocent-looking (or attractive) of guests.",4.3,3.0,https://image.tmdb.org/t/p/original/ltkvyKb4y3xwDoG59NOI2wEr39a.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1945,Edge of Fury,1958,Film Noir,USA,https://rarefilmm.com/2019/04/edge-of-fury-1958/,https://rarefilmm.com/wp-content/uploads/2017/08/edgefury.jpg,"Richard Barrie is a outwardly charming young man who befriends Louisa and her two daughters, Florence and Eleanor. The family is vacationing in a resort town, next door to an unoccupied cottage. Richard sweet talks his way into renting the cottage, so that he may drop in on the family any time he likes. One of those times, he reveals himself to be a homicidal maniac.",5.5,6.0,https://image.tmdb.org/t/p/original/A0C3I8F6PRim9FmCytNfP1RLouk.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
